번호,이름,별칭,타입,총합,HP,공격력,방어력,특별공격력,특별방어력,속도
835,멍파치,,ELECTRIC,270,59,45,50,40,50,26
836,펄스멍,,ELECTRIC,490,69,90,60,90,60,121
837,탄동,,ROCK,240,30,40,50,40,50,30
838,탄차곤,,ROCK,410,80,60,90,60,70,50
839,석탄산,,ROCK,510,110,80,120,80,90,30
840,과사삭벌레,,GRASS,260,40,40,80,40,40,20
841,애프룡,,GRASS,485,70,110,80,95,60,70
842,단지래플,,GRASS,485,110,85,80,100,80,30
843,모래뱀,,GROUND,315,52,57,75,35,50,46
844,사다이사,,GROUND,510,72,107,125,65,70,71
845,윽우지,,FLYING,475,70,85,55,85,95,85
846,찌로꼬치,,WATER,280,41,63,40,40,30,66
847,꼬치조,,WATER,490,61,123,60,60,50,136
848,일레즌,,ELECTRIC,242,40,38,35,54,35,40
849,스트린더,Low Key Form,ELECTRIC,502,75,98,70,114,70,75
849,스트린더,Amped Form,ELECTRIC,502,75,98,70,114,70,75
850,태우지네,,FIRE,305,50,65,45,50,50,45
851,다태우지네,,FIRE,525,100,115,65,90,90,65
852,때때무노,,FIGHTING,310,50,68,60,50,50,32
853,케오퍼스,,FIGHTING,480,80,118,90,70,80,42
854,데인차,,GHOST,308,40,45,45,74,54,50
855,포트데스,,GHOST,508,60,65,65,134,114,70
856,몸지브림,,PSYCHIC,265,42,30,45,56,53,39
857,손지브림,,PSYCHIC,370,57,40,65,86,73,49
858,브리무음,,PSYCHIC,510,57,90,95,136,103,29
859,메롱꿍,,DARK,265,45,45,30,55,40,50
860,쏘겨모,,DARK,370,65,60,45,75,55,70
861,오롱털,,DARK,510,95,120,65,95,75,60
862,가로막구리,,DARK,520,93,90,101,60,81,95
863,나이킹,,STEEL,440,70,110,100,50,60,50
864,산호르곤,,GHOST,510,60,95,50,145,130,30
865,창파나이트,,FIGHTING,507,62,135,95,68,82,65
866,Mr. Rime,,ICE,520,80,85,75,110,100,70
867,데스판,,GROUND,483,58,95,145,50,105,30
868,마빌크,,FAIRY,270,45,40,40,50,61,34
869,마휘핑,,FAIRY,495,65,60,75,110,121,64
870,대여르,,FIGHTING,470,65,100,100,70,60,75
871,찌르성게,,ELECTRIC,435,48,101,95,91,85,15
872,누니머기,,ICE,185,30,25,35,45,30,20
873,모스노우,,ICE,475,70,65,60,125,90,65
874,돌헨진,,ROCK,470,100,125,135,20,20,70
875,빙큐보,Ice Face,ICE,470,75,80,110,65,90,50
875,빙큐보,Noice Face,ICE,470,75,80,70,65,50,130
876,에써르,Male,PSYCHIC,475,60,65,55,105,95,95
876,에써르,Female,PSYCHIC,475,70,55,65,95,105,85
877,모르페코,Full Belly Mode,ELECTRIC,436,58,95,58,70,58,97
877,모르페코,Hangry Mode,ELECTRIC,436,58,95,58,70,58,97
878,끼리동,,STEEL,330,72,80,49,40,49,40
879,대왕끼리동,,STEEL,500,122,130,69,80,69,30
880,파치래곤,,ELECTRIC,505,90,100,90,80,70,75
881,파치르돈,,ELECTRIC,505,90,100,90,90,80,55
882,어래곤,,WATER,505,90,90,100,70,80,75
883,어치르돈,,WATER,505,90,90,100,80,90,55
884,두랄루돈,,STEEL,535,70,95,115,120,50,85
885,드라꼰,,DRAGON,270,28,60,30,40,30,82
886,드래런치,,DRAGON,410,68,80,50,60,50,102
887,드래펄트,,DRAGON,600,88,120,75,100,75,142
888,자시안,Crowned Sword,FAIRY,720,92,170,115,80,115,148
888,자시안,Hero of Many Battles,FAIRY,670,92,130,115,80,115,138
889,자마젠타,Crowned Shield,FIGHTING,720,92,130,145,80,145,128
889,자마젠타,Hero of Many Battles,FIGHTING,670,92,130,115,80,115,138
890,무한다이노,,POISON,690,140,85,95,145,95,130
890,무한다이노,Eternamax,POISON,1125,255,115,250,125,250,130
891,치고마,,FIGHTING,385,60,90,60,53,50,72
892,우라오스,Single Strike Style,FIGHTING,550,100,130,100,63,60,97
892,우라오스,Rapid Strike Style,FIGHTING,550,100,130,100,63,60,97
893,자루도,,DARK,600,105,120,105,70,95,105
894,레지에레키,,ELECTRIC,580,80,100,50,100,50,200
895,레지드래고,,DRAGON,580,200,100,50,100,50,80
896,Glastrier,,ICE,580,100,145,130,65,110,30
897,Spectrier,,GHOST,580,100,65,60,145,80,130
898,버드렉스,,PSYCHIC,500,100,80,80,80,80,80
898,버드렉스,Ice Rider,PSYCHIC,680,100,165,150,85,130,50
898,버드렉스,Shadow Rider,PSYCHIC,680,100,85,80,165,100,150
